iter	Passed	Remaining
369	3655	6223
370	3662	6209
371	3666	6190
372	3673	6175
373	3679	6158
374	3685	6142
375	3694	6131
376	3699	6113
377	3707	6101
378	3712	6083
379	3721	6072
380	3728	6057
381	3736	6045
382	3746	6035
383	3756	6025
384	3762	6010
385	3771	5998
386	3776	5982
387	3785	5971
388	3791	5954
389	3797	5939
390	3804	5926
391	3810	5910
392	3818	5897
393	3823	5881
394	3831	5869
395	3838	5854
396	3843	5837
397	3851	5826
398	3857	5810
399	3865	5798
400	3871	5782
401	3876	5766
402	3883	5753
403	3889	5737
404	3897	5725
405	3902	5708
406	3907	5692
407	3916	5682
408	3921	5666
409	3931	5657
410	3936	5641
411	3945	5630
412	3950	5614
413	3954	5598
414	3963	5587
415	3968	5571
416	3975	5558
417	3981	5543
418	3986	5528
419	3994	5516
420	3999	5500
421	4007	5489
422	4013	5474
423	4018	5459
424	4028	5450
425	4033	5435
426	4041	5423
427	4046	5408
428	4053	5395
429	4059	5381
430	4064	5365
431	4072	5355
432	4078	5340
433	4082	5324
434	4089	5311
435	4094	5296
436	4099	5280
437	4105	5267
438	4109	5251
439	4113	5235
440	4121	5224
441	4126	5208
442	4131	5194
443	4137	5180
444	4141	5164
445	4145	5149
446	4152	5137
447	4156	5122
448	4160	5106
449	4167	5093
450	4171	5077
451	4175	5061
452	4180	5047
453	4185	5033
454	4190	5019
455	4195	5005
456	4200	4991
457	4206	4978
458	4213	4966
459	4218	4952
460	4223	4937
461	4228	4924
462	4235	4911
463	4240	4897
464	4246	4886
465	4251	4871
466	4255	4857
467	4264	4847
468	4268	4833
469	4273	4818
470	4278	4805
471	4283	4791
472	4287	4777
473	4294	4765
474	4299	4752
475	4304	4738
476	4310	4726
477	4314	4712
478	4319	4698
479	4326	4686
480	4331	4673
481	4335	4659
482	4342	4648
483	4346	4633
484	4350	4620
485	4357	4608
486	4362	4595
487	4366	4581
488	4372	4569
489	4377	4555
490	4381	4542
491	4388	4531
492	4394	4519
493	4399	4506
494	4406	4495
495	4410	4481
496	4415	4469
497	4421	4457
498	4426	4443
499	4430	4430
500	4437	4419
501	4441	4405
502	4445	4392
503	4452	4381
504	4456	4367
505	4460	4354
506	4466	4342
507	4470	4329
508	4474	4316
509	4481	4305
510	4486	4293
511	4490	4280
512	4498	4270
513	4502	4257
514	4506	4244
515	4513	4233
516	4517	4220
517	4521	4207
518	4525	4194
519	4531	4182
520	4535	4169
521	4539	4156
522	4547	4147
523	4551	4134
524	4555	4121
525	4561	4110
526	4565	4097
527	4569	4084
528	4573	4071
529	4579	4060
530	4583	4048
531	4586	4035
532	4593	4024
533	4598	4012
534	4603	4000
535	4610	3991
536	4614	3978
537	4619	3966
538	4626	3957
539	4631	3945
540	4639	3936
541	4645	3925
542	4656	3919
543	4661	3907
544	4667	3896
545	4678	3890
546	4685	3880
547	4693	3870
548	4702	3863
549	4708	3852
550	4714	3841
551	4722	3832
552	4727	3821
553	4734	3811
554	4742	3802
555	4750	3793
556	4756	3783
557	4762	3772
558	4774	3766
559	4780	3755
560	4790	3749
561	4797	3738
562	4804	3729
563	4810	3718
564	4819	3710
565	4824	3699
566	4832	3690
567	4838	3679
568	4844	3669
569	4850	3659
570	4855	3647
571	4862	3638
572	4867	3627
573	4873	3616
574	4880	3607
575	4886	3597
576	4891	3586
577	4897	3576
578	4903	3565
579	4910	3555
580	4915	3545
581	4920	3533
582	4927	3524
583	4931	3512
584	4935	3501
585	4941	3491
586	4946	3480
587	4950	3468
588	4956	3458
589	4961	3447
590	4965	3436
591	4969	3425
592	4975	3415
593	4980	3404
594	4984	3393
595	4991	3383
596	4995	3372
597	5000	3361
598	5006	3351
599	5011	3340
600	5015	3329
601	5022	3320
602	5026	3309
603	5031	3298
604	5036	3288
605	5041	3277
606	5045	3266
607	5049	3255
608	5055	3245
609	5058	3234
610	5062	3223
611	5070	3214
612	5074	3203
613	5078	3192
614	5085	3183
615	5089	3172
616	5093	3161
617	5098	3151
618	5103	3140
619	5107	3130
620	5111	3119
621	5117	3109
622	5120	3098
623	5124	3087
624	5130	3078
625	5135	3068
626	5139	3057
627	5143	3046
628	5150	3038
629	5154	3027
630	5159	3017
631	5166	3008
632	5170	2997
633	5174	2986
634	5181	2978
635	5185	2967
636	5189	2957
637	5195	2948
638	5199	2937
639	5203	2927
640	5207	2916
641	5213	2907
642	5217	2896
643	5221	2886
644	5226	2876
645	5230	2866
646	5234	2855
647	5239	2846
648	5244	2836
649	5248	2826
650	5252	2815
651	5259	2807
652	5263	2796
653	5267	2786
654	5290	2786
655	5295	2776
656	5298	2766
657	5303	2756
658	5310	2747
659	5314	2737
660	5317	2727
661	5324	2718
662	5328	2708
663	5331	2698
664	5339	2689
665	5342	2679
666	5346	2669
667	5353	2660
668	5357	2650
669	5361	2640
670	5364	2630
671	5371	2621
672	5374	2611
673	5378	2601
674	5386	2593
675	5390	2583
676	5394	2573
677	5400	2564
678	5404	2555
679	5408	2545
680	5414	2536
681	5420	2527
682	5424	2517
683	5428	2508
684	5435	2499
685	5440	2490
686	5444	2480
687	5450	2471
688	5455	2462
689	5465	2455
690	5470	2446
691	5481	2439
692	5487	2431
693	5498	2424
694	5506	2416
695	5516	2409
696	5521	2400
697	5530	2392
698	5535	2383
699	5545	2376
700	5550	2367
701	5561	2361
702	5568	2352
703	5578	2345
704	5584	2336
705	5595	2329
706	5600	2320
707	5609	2313
708	5614	2304
709	5619	2295
710	5626	2287
711	5633	2278
712	5643	2271
713	5649	2263
714	5658	2255
715	5664	2246
716	5673	2239
717	5679	2230
718	5686	2222
719	5691	2213
720	5697	2204
721	5705	2196
722	5710	2187
723	5718	2180
724	5723	2171
725	5729	2162
726	5736	2154
727	5741	2145
728	5747	2136
729	5754	2128
730	5758	2119
731	5763	2110
732	5769	2101
733	5773	2092
734	5777	2083
735	5785	2075
736	5789	2065
737	5793	2056
738	5799	2048
739	5804	2039
740	5808	2030
741	5815	2021
742	5819	2012
743	5823	2003
744	5829	1995
745	5834	1986
746	5838	1977
747	5844	1968
748	5849	1960
749	5853	1951
750	5857	1942
751	5863	1933
752	5867	1924
753	5871	1915
754	5877	1907
755	5881	1898
756	5885	1889
757	5889	1880
758	5894	1871
759	5898	1862
760	5902	1853
761	5909	1845
762	5913	1836
763	5917	1827
764	5924	1819
765	5929	1811
766	5933	1802
767	5939	1794
768	5944	1785
769	5948	1776
770	5953	1768
771	5958	1759
772	5962	1750
773	5966	1742
774	5973	1734
775	5977	1725
776	5981	1716
777	5987	1708
778	5991	1699
779	5994	1690
780	5998	1682
781	6004	1673
782	6008	1665
783	6011	1656
784	6016	1647
785	6020	1639
786	6025	1630
787	6029	1622
788	6037	1614
789	6041	1605
790	6045	1597
791	6053	1589
792	6057	1581
793	6061	1572
794	6069	1565
795	6073	1556
796	6076	1547
797	6082	1539
798	6086	1531
799	6090	1522
800	6095	1514
801	6101	1506
802	6105	1497
803	6109	1489
804	6117	1481
805	6121	1473
806	6125	1464
807	6132	1457
808	6138	1449
809	6145	1441
810	6150	1433
811	6155	1425
812	6159	1416
813	6165	1408
814	6169	1400
815	6173	1392
816	6180	1384
817	6184	1376
818	6188	1367
819	6196	1360
820	6200	1351
821	6205	1343
822	6213	1336
823	6218	1328
824	6225	1320
825	6231	1312
826	6236	1304
827	6243	1296
828	6247	1288
829	6251	1280
830	6258	1272
831	6264	1264
832	6268	1256
833	6274	1248
834	6278	1240
835	6282	1232
836	6289	1224
837	6294	1216
838	6298	1208
839	6303	1200
840	6308	1192
841	6311	1184
842	6315	1176
843	6321	1168
844	6325	1160
845	6328	1152
846	6332	1143
847	6343	1137
848	6347	1128
849	6354	1121
850	6357	1113
851	6360	1104
852	6364	1096
853	6369	1088
854	6373	1080
855	6376	1072
856	6380	1064
857	6385	1056
858	6388	1048
859	6392	1040
860	6395	1032
861	6401	1024
862	6404	1016
863	6407	1008
864	6411	1000
865	6418	993
866	6421	985
867	6424	976
868	6427	968
869	6434	961
870	6438	953
871	6441	945
872	6447	937
873	6451	930
874	6454	922
875	6458	914
876	6462	906
877	6466	898
878	6469	890
879	6472	882
880	6477	874
881	6481	867
882	6485	859
883	6488	851
884	6491	843
885	6496	835
886	6499	828
887	6502	820
888	6505	812
889	6510	804
890	6513	796
891	6516	789
892	6519	781
893	6522	773
894	6527	765
895	6530	757
896	6532	750
897	6536	742
898	6539	734
899	6544	727
900	6548	719
901	6551	711
902	6553	704
903	6558	696
904	6561	688
905	6564	681
906	6567	673
907	6570	665
908	6575	658
909	6578	650
910	6581	643
911	6585	635
912	6590	628
913	6594	620
914	6597	612
915	6600	605
916	6605	597
917	6608	590
918	6611	582
919	6614	575
920	6619	567
921	6623	560
922	6626	552
923	6629	545
924	6631	537
925	6636	530
926	6640	522
927	6643	515
928	6646	507
929	6650	500
930	6654	493
931	6657	485
932	6659	478
933	6662	470
934	6666	463
935	6670	456
936	6673	448
937	6676	441
938	6678	433
939	6685	426
940	6688	419
941	6691	411
942	6694	404
943	6697	397
944	6701	390
945	6704	382
946	6707	375
947	6710	368
948	6714	360
949	6718	353
950	6720	346
951	6723	339
952	6726	331
953	6730	324
954	6734	317
955	6738	310
956	6741	302
957	6746	295
958	6750	288
959	6754	281
960	6757	274
961	6761	267
962	6764	259
963	6767	252
964	6770	245
965	6773	238
966	6791	231
967	6796	224
968	6799	217
969	6802	210
970	6805	203
971	6809	196
972	6813	189
973	6816	181
974	6819	174
975	6823	167
976	6827	160
977	6830	153
978	6833	146
979	6836	139
980	6840	132
981	6843	125
982	6847	118
983	6850	111
984	6853	104
985	6858	97
986	6860	90
987	6863	83
988	6866	76
989	6869	69
990	6874	62
991	6877	55
992	6880	48
993	6883	41
994	6887	34
995	6891	27
996	6894	20
997	6897	13
998	6900	6
999	6906	0
36
995	7235	29
996	7239	21
997	7242	14
998	7249	7
999	7253	0
21256	1673
927	21265	1649
928	21271	1625
929	21279	1601
930	21285	1577
931	21295	1553
932	21300	1529
933	21309	1505
934	21317	1481
935	21326	1458
936	21333	1434
937	21343	1410
938	21348	1386
939	21359	1363
940	21364	1339
941	21375	1316
942	21381	1292
943	21393	1269
944	21399	1245
945	21412	1222
946	21424	1199
947	21438	1175
948	21444	1152
949	21456	1129
950	21462	1105
951	21472	1082
952	21478	1059
953	21487	1036
954	21493	1012
955	21502	989
956	21507	966
957	21518	943
958	21523	920
959	21534	897
960	21543	874
961	21553	851
962	21560	828
963	21568	805
964	21574	782
965	21584	759
966	21589	736
967	21598	714
968	21604	691
969	21614	668
970	21620	645
971	21631	623
972	21637	600
973	21645	577
974	21652	555
975	21662	532
976	21667	510
977	21675	487
978	21681	465
979	21686	442
980	21694	420
981	21700	397
982	21709	375
983	21715	353
984	21723	330
985	21729	308
986	21735	286
987	21743	264
988	21749	241
989	21757	219
990	21763	197
991	21772	175
992	21777	153
993	21785	131
994	21791	109
995	21797	87
996	21806	65
997	21811	43
998	21822	21
999	21828	0
